panel_idx,text,confidence
1,M1ql1781;,0.3472
1,SK:,0.9864
1,1CM1001-SMUO13,0.3167
1,HV Rsc Uo DJ,0.1008
1,0418,0.1696
1,PoWoGaz,0.6731
1,m,0.9164
1,"X0,1",0.5862
1,IYIN130-50,0.5048
1,Q5-25mvm,0.2439
1,"0,01",0.9999
1,AP1O,0.9117
1,MAP16,0.8302
1,"0,007",0.9984
1,T130_,0.6107
