panel_idx,text,confidence
1,2u3,0.031
1,Ehb,0.1215
1,@6,0.8969
1,bme,0.1236
2,T,0.1685
2,6.4bat,0.2313
2,Rolo,0.7568
2,ioox,0.3791
2,Modulollng - flrlngi,0.4104
2,=9_04,0.0122
2,MnMkBMM,0.4619
2,SysmPl NO MBOO2,0.1324
2,O10,0.738
2,@uowamg,0.2887
2,ConlODo,0.0719
2,iFoslu,0.4846
2,prbb,0.3018
2,Tlrlno,0.1354
